,brand,prix,Segment de marché,min,max
451,hollister,135.0,entrée de gamme / mass market,/,/
452,hollister,42.0,entrée de gamme / mass market,/,/
453,hollister,75.0,entrée de gamme / mass market,/,/
454,hollister,50.59,entrée de gamme / mass market,/,/
455,hollister,85.0,entrée de gamme / mass market,/,/
456,hollister,42.0,entrée de gamme / mass market,/,/
457,hollister,52.0,entrée de gamme / mass market,/,/
458,hollister,50.0,entrée de gamme / mass market,/,/
459,hollister,170.32,entrée de gamme / mass market,/,/
460,hollister,25.0,entrée de gamme / mass market,/,/
461,hollister,20.0,entrée de gamme / mass market,/,/
462,hollister,25.0,entrée de gamme / mass market,/,/
463,hollister,30.0,entrée de gamme / mass market,/,/
464,hollister,35.0,entrée de gamme / mass market,/,/
465,hollister,30.0,entrée de gamme / mass market,/,/
466,hollister,61.37,entrée de gamme / mass market,/,/
467,hollister,28.56,entrée de gamme / mass market,/,/
468,hollister,44.26,entrée de gamme / mass market,/,/
469,hollister,30.0,entrée de gamme / mass market,/,/
470,hollister,48.06,entrée de gamme / mass market,/,/
471,hollister,30.0,entrée de gamme / mass market,/,/
472,hollister,49.0,entrée de gamme / mass market,/,/
473,hollister,35.07,entrée de gamme / mass market,/,/
474,hollister,40.0,entrée de gamme / mass market,/,/
475,hollister,55.0,entrée de gamme / mass market,/,/
476,hollister,40.0,entrée de gamme / mass market,/,/
477,hollister,35.0,entrée de gamme / mass market,/,/
478,hollister,30.0,entrée de gamme / mass market,/,/
479,hollister,45.0,entrée de gamme / mass market,/,/
480,hollister,45.0,entrée de gamme / mass market,/,/
481,hollister,25.0,entrée de gamme / mass market,/,/
482,hollister,48.0,entrée de gamme / mass market,/,/
483,hollister,63.0,entrée de gamme / mass market,/,/
484,hollister,30.0,entrée de gamme / mass market,/,/
485,hollister,44.26,entrée de gamme / mass market,/,/
486,hollister,33.06,entrée de gamme / mass market,/,/
487,hollister,45.0,entrée de gamme / mass market,/,/
488,hollister,26.56,entrée de gamme / mass market,/,/
489,hollister,30.0,entrée de gamme / mass market,/,/
490,hollister,32.0,entrée de gamme / mass market,/,/
491,hollister,50.59,entrée de gamme / mass market,/,/
492,hollister,63.0,entrée de gamme / mass market,/,/
493,hollister,50.0,entrée de gamme / mass market,/,/
494,hollister,40.0,entrée de gamme / mass market,/,/
495,hollister,45.0,entrée de gamme / mass market,/,/
496,hollister,50.0,entrée de gamme / mass market,/,/
497,hollister,29.0,entrée de gamme / mass market,/,/
498,hollister,36.0,entrée de gamme / mass market,/,/
499,hollister,45.0,entrée de gamme / mass market,/,/
500,hollister,50.0,entrée de gamme / mass market,/,/
501,hollister,45.0,entrée de gamme / mass market,/,/
502,hollister,35.0,entrée de gamme / mass market,/,/
503,hollister,26.0,entrée de gamme / mass market,/,/
504,hollister,150.0,entrée de gamme / mass market,/,/
505,hollister,50.0,entrée de gamme / mass market,/,/
506,hollister,85.0,entrée de gamme / mass market,/,/
507,hollister,60.0,entrée de gamme / mass market,/,/
508,hollister,49.0,entrée de gamme / mass market,/,/
509,hollister,56.91,entrée de gamme / mass market,/,/
510,hollister,61.13,entrée de gamme / mass market,/,/
511,hollister,65.0,entrée de gamme / mass market,/,/
512,hollister,50.0,entrée de gamme / mass market,/,/
513,hollister,80.0,entrée de gamme / mass market,/,/
514,hollister,55.0,entrée de gamme / mass market,/,/
515,hollister,44.26,entrée de gamme / mass market,/,/
516,hollister,50.0,entrée de gamme / mass market,/,/
517,hollister,45.0,entrée de gamme / mass market,/,/
518,hollister,55.0,entrée de gamme / mass market,/,/
519,hollister,85.0,entrée de gamme / mass market,/,/
520,hollister,65.0,entrée de gamme / mass market,/,/
521,hollister,40.0,entrée de gamme / mass market,/,/
522,hollister,40.0,entrée de gamme / mass market,/,/
523,hollister,32.06,entrée de gamme / mass market,/,/
524,hollister,51.1,entrée de gamme / mass market,/,/
525,hollister,67.97,entrée de gamme / mass market,/,/
