,brand,incidence
4653,Uniwork,1390
4654,Unionbay,1385
4655,US BASIC,1377
4656,USHA,1362
4657,Urban Ring,1352
4658,UTILITY,1313
4659,Universal Works,1300
4660,Unoaerre,1281
4661,Unicef,1268
4662,UNE FILLE,1267
4663,Ulric de Varens,1240
4664,Upla,1228
4665,UbU,1211
4666,U2,1208
4667,Unika Paris,1218
4668,Uta Raasch,1200
4669,ULLENBOOM,1179
4670,Unützer,1161
4671,Ulla Johnson,1186
4672,Uplander,1159
4673,UFFICIO 87,1146
4674,Uno Due,1134
4675,Unno,1137
4676,ubang,1112
4677,UnLace,1110
4678,Ulvang,1110
4679,Un monde en Or,1078
4680,Ucon Acrobatics,1053
4681,Unze,1035
4682,Union Rail,979
4683,Un Apres-Midi De Chien,924
4684,Urban Mist,871
4685,Under Blue,859
4686,Unfair Athletics,838
4687,United Sport,784
4688,Umgee,766
4689,Une Chose a Part,755
4690,Urban Style,753
4691,Urszula Szyk,758
4692,Unser Sandmännchen,735
4693,Une souris dans mon dressing,707
4694,UBIK,698
4695,UTOPIA,707
4696,Urban Republic,699
4697,Urban Pipeline,678
4698,UNLICENSED,680
4699,Unito,674
4700,United Standard,653
4701,US.Kids & Style,636
4702,Uma Parker,606
4703,USCO,581
4704,Unifit,558
4705,Up To Be,522
4706,Urra,520
4707,Ultra Flirt,501
4708,UCON,495
4709,Uoga Uoga,449
4710,Uzurii,439
4711,Ugo Zaldi,428
4712,Uniformix,432
4713,U.S. GOLF CLUB,387
4714,Uniwear,391
4715,USC,382
4716,Udo Walz,369
4717,Uldahl,372
4718,Underprotection,368
4719,UNCS,357
4720,Urbanears,350
4721,UR Sugar,344
4722,Urbanista,345
4723,under2wear,342
4724,un chose à part,335
4725,up to date,329
4726,Uli Schneider,326
4727,Unreal Fur,306
4728,Unmade Copenhagen,289
4729,Umberto Ginocchietti,287
4730,Under Story Lingerie,280
4731,Unconditional,277
4732,Urban Elk,273
4733,Urtekram,270
4734,UK2LA,262
4735,Ultràchic,244
4736,Une Fille Today I Am,236
4737,Unknown Curiosity,239
4738,USLU airlines,229
4739,Ungaro Fever,219
4740,Ukala,198
4741,Ultimate Direction,177
4742,U-Boat,172
4743,U Collection by Forever Unique,170
4744,Umai,159
4745,Ultegra,144
4746,United Pets,148
4747,U.T.X Sportswear,140
4748,Undress code,132
4749,Under one sky,127
4750,Urbahia,121
4751,Unstructured by Clarks,122
4752,Unique Edition,116
4753,Unique Spectrum,110
4754,uma cosmetics,106
4755,United Oddsocks,102
4756,Ute Bächer,98
4757,U.S. Kids Golf,94
4758,Ugo Cacciatori,87
4759,Ulysse Nardin,86
4760,G 53 Paris,1
4761,Vintage,6939477
4762,Vertbaudet,2777990
4763,Vero Moda,1811311
4764,Vans,1705069
4765,VTech,579403
4766,Vila,552078
4767,Victoria's Secret,274401
4768,Volcom,193495
4769,Vera Pelle,180559
4770,Versace,170833
4771,Vingino,165691
4772,Victoria,163514
4773,Very,86762
4774,Valentino,74813
4775,Vicolo,73651
4776,Vogue,69585
4777,Vynil Fraise,64837
4778,Vintage Dressing,63544
4779,Valentino Garavani,58992
4780,Vanessa Bruno,54099
4781,Veja,45511
4782,Violetta,45361
4783,Venca,45367
4784,Vera & Lucy,43902
4785,Vagabond,40689
4786,Vivienne Westwood,38893
4787,Vicomte Arthur,38666
4788,Vero Cuoio,38195
4789,Vera Mont,37955
4790,venezia,36844
4791,Vintage Love,34740
4792,Vanessa Wu,34636
4793,Voyelles,32733
4794,Vanilia,32213
4795,Veritas,29748
4796,VICES,28650
4797,VERDE,25522
4798,V by Very,25381
4799,Vubu,25398
4800,Violeta by MANGO,23793
4801,Violet,22944
4802,Versace Jeans,22428
4803,Vichy,22429
4804,Villeroy & Boch,22006
4805,Valege,20905
4806,Vinyl Fraise,20699
4807,Vices Woman,20626
4808,Vilac,19326
4809,Vitamine,18728
4810,Vs. Miss,18685
4811,Valentina,17906
4812,Vaude,17816
4813,VOTRE MODE.,17454
4814,Victoria Couture,17309
4815,Vögele,17311
4816,Venice Beach,16696
4817,Via28,16607
4818,Volta,16597
4819,Von Dutch,16625
4820,Varlesca,16278
4821,VTY,16071
4822,Voodoo Vixen,15505
4823,Viking,15423
4824,Venice,15137
4825,Van haren,14684
4826,Valentino by Mario Valentino,14078
4827,victory,13826
4828,Viceroy,13423
4829,Voodoo,13392
4830,Velvet,13201
4831,Vic Matié,13086
4832,Vaquera,12836
4833,Vila Joy,12778
4834,Vistula,12182
4835,Variety,12124
4836,Vilebrequin,12115
4837,Version Feminin,12034
4838,version sud,11209
4839,Vice versa,10818
4840,Vince Otto,10632
4841,Variance,10545
4842,VIA,10451
4843,Vince Camuto,10318
4844,Version Originale,10184
4845,via vai,10102
4846,Vulli,10037
4847,Vie ta Vie,10025
4848,Vetissimo,9818
4849,Vetements,9123
4850,Volkswagen,9089
4851,Victoria's Secret PINK,9215
4852,Versace Jeans Couture,8963
4853,Victorio & Lucchino,8781
4854,Vespa,8720
4855,Villervalla,8504
4856,Victoria bijoux,8283
4857,Venturini,8273
4858,Valecuatro,8250
4859,Valleverde,8083
4860,van Laack,7962
4861,Via Appia,7951
4862,Venum,7864
4863,VIA UNO,7820
4864,Vissavi,7800
4865,Vertigo Paris,7548
4866,Veet,7369
4867,Ventilo,7332
4868,Versus Versace,7234
4869,Vinrose,7175
4870,Victoria Beckham,7130
4871,Vestino,7064
4872,VRS,7062
4873,Venus,6966
4874,Vestopazzo,6943
4875,Vera Gomma,6857
4876,Véronique Delachaux,6704
4877,Vibram,6705
4878,Van Hassels,6455
4879,Visto Bueno,6436
4880,V&D,6231
4881,VALLAURIS,6137
4882,Voi,5891
4883,Vuarnet,5860
4884,Vive Maria,5827
4885,Vilanova,5819
4886,Vanity,5752
4887,Vango,5651
4888,Vanguard,5582
4889,Votre Nom,5497
4890,Volcano,5518
4891,VerySimple,5474
4892,VIVA,5354
4893,Vesper,5344
4894,Varese,5304
4895,Verso,5277
4896,Vera Lucci,5184
4897,VIVOBAREFOOT,5182
4898,Via Donna,5085
4899,Vivance,4925
4900,Vue Sur Mer,4863
4901,Van Gils,4855
4902,Verse,4802
4903,VDP,4783
4904,Victor,4765
4905,Victoria Delef,4504
4906,Viktor & Rolf,4511
4907,Vidorreta,4478
4908,Vario,4399
4909,VIAMAESTRA,4267
4910,Voyage,4262
4911,Vimoda,4235
4912,Villa Happ,4220
4913,Vision,4152
4914,Van Heusen,4148
4915,Voltan,4130
4916,Vera Wang,4121
4917,Vetistyle,4017
4918,Viventy,3956
4919,Venti,3939
4920,Veneno en la Piel,3839
4921,Vivien Caron,3819
4922,Valverde del Camino,3822
4923,Vintage Couture,3745
4924,Ventcouvert,3709
4925,Very me,3690
4926,Vince,3689
4927,Venizi,3622
4928,via cortesa,3592
4929,vitamina,3533
4930,Vanquish,3538
4931,Vertus,3537
4932,VLONE,3506
4933,Virgin,3474
4934,Vidrio,3428
4935,Ventiuno,3397
4936,Vacid,3381
4937,Van Cleef & Arpels,3388
4938,Vialis,3364
4939,Versace Collection,3377
4940,Villa,3492
4941,Viyella,3280
4942,Verdissima,3289
4943,Vera Bradley,3265
4944,Vivaldi,3233
4945,Vera Blum,3223
4946,Vilagallo,3165
4947,Vanilla,3147
4948,Voggo,3080
4949,Vogue Fashion,3069
4950,Vic,3040
4951,Via Roma,3003
4952,Viggami,2989
4953,Vitivic,2971
4954,Vinceza,2962
4955,Valento,2921
4956,VADO,2864
4957,VISCONTI,2858
4958,VSCT,2802
4959,verchant,2783
4960,virginie castaway,2772
4961,Valleygirl,2728
4962,Vanessa's secrets,2710
4963,Vanucci,2714
4964,Vendula London,2706
4965,Vela,2697
4966,Via Giulia,2665
4967,Vie Nocturne,2656
4968,Victoire,2646
4969,VAS,2634
4970,Victoria VYNN,2622
4971,VALENTINA GIORGI,2588
4972,VR46,2577
4973,VAN-DOS,2573
4974,Vadim,2566
4975,Vicenza,2566
4976,Vilaurita,2554
4977,van Dalen,2547
4978,Valentino Rossi,2571
4979,VICINI,2527
4980,Veneziano,2516
4981,Vanessa,2520
4982,Vigoss,2497
4983,Viper,2464
4984,Voile Blanche,2464
4985,Vulladi,2428
4986,Virus,2408
4987,Vienty,2397
4988,Virginie & Moi,2379
4989,VSL,2362
4990,Velilla,2280
4991,VO7,2270
4992,Vestiaires,2263
4993,Valisere,2246
4994,Van der Laan,2236
4995,VICBEE,2218
4996,Viriato,2203
4997,Von Zipper,2202
4998,Vazva,2172
4999,VCode,2160
5000,Wed'ze,421225
5001,WE Fashion,250848
5002,Warehouse,182982
5003,Wrangler,158490
5004,Weekday,126662
5005,Wallis,125100
5006,Wii,121848
5007,Women'secret,110779
5008,WOMAN,107829
5009,Woolrich,75590
5010,Week end à la Mer,70420
5011,Wibra,63986
5012,Walk And Talk,62025
5013,Woody,60528
5014,White Stuff,56807
5015,Wellensteyn,54168
5016,WANABEE,51645
5017,Warner Bros.,41437
5018,Winnie Pooh,40064
5019,Women Only,35140
5020,Whistles,34106
5021,W,32333
5022,Walkx,31752
5023,Wilson,28053
5024,Winx,27903
5025,Why not?,26259
5026,Wassyl,23306
5027,Workout,23129
5028,WEILL,22541
5029,WWE,21383
5030,Wojas,20840
5031,Wesc,20733
5032,Well,18428
5033,Wójcik,17562
5034,Wonders,16731
5035,Wolford,16351
5036,Weekend,15288
5037,Wunderbärchen,14911
5038,WOMEN'S BEST,14770
5039,wydawnictwo,13246
5040,Windsor,13197
5041,Wonderbra,12850
5042,Wednesday‘s Girl,12799
5043,Wittchen,12151
5044,Wildling,12087
5045,What For,12050
5046,Wrung,11490
5047,Wólczanka,11503
5048,Westbury,11042
5049,Wiya,10751
5050,WalG,10712
5051,Weekend Max Mara,10643
5052,Watson's,9550
5053,Wannabee,9504
5054,Weird Fish,9489
5055,WHEAT,9371
5056,walbusch,9353
5057,wiplala,8992
5058,Weinberg Paris,8586
5059,WRSTBHVR,8509
5060,Winnie The Pooh,8090
5061,WOLF,7993
5062,WiLD,7914
5063,Woolworth,7821
5064,Wasted Paris,7833
5065,Who's That Girl,7717
5066,Wonder Woman,7681
5067,Weleda,7506
5068,Wati B,7433
5069,Wawa,7450
5070,Wemoto,7222
5071,Wood Wood,7023
5072,Windsor Smith,6871
5073,Woolmark,6785
5074,Wendy Trendy,6701
5075,WOW,6306
5076, Black Market,6175
5077,Warm,6119
5078,Wella,6091
5079,Wilady,6062
5080,Wonder Nation,5771
5081,Warhammer,5661
5082,Wedding,5726
5083,Wizards of the Coast,5591
5084,W7,5531
5085,Welly,5482
5086,Wehkamp,5431
5087,Wsip,5424
5088,Waldläufer,5351
5089,Weide,5338
5090,Wampum,5330
5091,Waterdrop,5192
5092,Wild Fable,5161
5093,Watcher,4969
5094,Wasted,4947
5095,Wissmach,4853
5096,Wydawnictwo Olesiejuk,4822
5097,Whoopi,4757
5098,World Fashion,4752
5099,Walking,4721
5100,WE DO,4676
5101,Weise,4641
5102,Who*s Who,4633
5103,WENGER,4509
5104,Wedgwood,4447
5105, Lük,4406
5106,WAXX,4385
5107,Weekend Offender,4404
5108,Wap Two,4379
5109,Worthington,4372
5110,Wet Seal,4364
5111,Woman.Code,4301
5112,WINDSMOOR,4254
5113,White Label,4199
5114,Wear moi,4151
5115,won hundred,4099
5116,wet n wild,4057
5117,Wooop,3995
5118,Witteveen,3970
5119,WB,3916
5120,Wolky,3909
5121,Würth,3883
5122,Winkies,3834
5123,WoJtylko,3815
5124,Wallis Petite,3829
5125,Wins Nautic,3801
5126,Wedoble,3759
5127,Wilvorst,3691
5128,Wind,3480
5129,Wacoal,3461
5130,Weber,3410
5131,Wow To Go,3396
5132,WODEN,3357
5133,Warren James,3325
5134,Waneko,3205
5135,WMF,3206
5136,Warrior,3199
5137,Watts,3166
5138,Wam Denim,3143
5139,WAPI,3144
5140,Wiko,3132
5141,White Sun,3158
5142,W. Kruk,2976
5143,Wanderlust,2957
5144,wibo,2928
5145,Wader,2924
5146,Waki,2917
5147,Wildfox,2897
5148,Willard,2894
5149,Witch,2785
5150,Wapi Baby,2755
5151,Woeffies,2730
5152,WMK,2721
5153,Want That Trend,2696
5154,Winterling,2653
5155,Wild Flower,2584
5156,Walla Boo!,2521
5157,WoolOvers,2502
5158,WYCON Cosmetics,2478
5159,Weinbrenner,2474
5160,West Scout,2458
5161,Walmart,2459
5162,Walker,2421
5163,Wydawnictwo Operon,2407
5164,Wildlinge,2409
5165,Warmies,2366
5166,Whoo,2331
5167,Wilkinson,2287
5168,Wootbox,2281
5169,Walter Steiger,2260
5170,Wahl,2258
5171,Wild Pony,2253
5172,Wonder Kids,2232
5173,Windelmanufaktur,2205
5174,Wildcat,2178
5175,Whisbear,2168
5176,Witty Knitters,2144
5177,Waschbär,2148
5178,Winchester,2114
5179,Walking Dead,2130
5180,Wizarding world,2085
5181,Weyz,2073
5182,watercult,2054
5183,Wolf & Whistle,2024
5184,Womar,2018
5185,Wilsons Leather,1991
5186,William de Faye,1953
5187,Withings,1951
5188,Was ist Was,1928
5189,Wheeling,1908
5190,Waldschütz,1838
5191,Werder Bremen,1834
5192,White Stag,1833
5193,Wesley,1814
5194,Watch Me Grow,1817
5195,Woop,1804
5196,Win's,1803
5197,Weltbild,1776
5198,Wesco,1767
5199,Wasgij,1753
5200,winfun,1739
5201,WILD REPUBLIC,1680
5202,Winter,1674
5203,Wilga,1646
5204,waveboard,1642
5205,Winning Moves,1633
5206,Wulux,1614
5207,World Wide Fund for Nature,1614
5208,Woox,1609
5209,WHY NOT BRAND,1600
5210,witchery,1584
5211,Weatherproof,1573
5212,Wendy,1564
5213,Waggon Paris,1555
5214,Wydawnictwo Dolnośląskie,1531
5215,White Icy,1524
5216,Waven,1523
5217,Who What Wear,1522
5218,wayfarer,1475
5219,WED2B,1445
5220,Wapiti,1425
5221,Windelinge,1405
5222,Westwing,1410
5223,Warner Music,1387
5224,William & Delvin,1367
5225,Weg,1355
5226,wool and cashmere,1338
5227,W.O.B.,1305
5228,WAIPAI,1301
5229,Was,1290
5230,Walkmaxx,1280
5231,Wipop,1274
5232,Woomen,1233
5233,Wituka,1239
5234,Wyldr,1226
5235,WoodWick,1207
5236,Wunschkind,1204
5237,Wrap London,1207
5238,Westbeach,1202
5239,Willsoor,1200
5240,Broggian,0
5241,Zara,36665314
5242,Zeeman,676387
5243,Z,265107
5244,Zadig & Voltaire,261117
5245,Zuiki,192482
5246,Z8,173741
5247,Zara Trafaluc,153418
5248,Zara Kids,141493
5249,Zara Basic,129250
5250,Zalando,123871
5251,Zaful,107538
5252,ZGENERATION,98455
5253,Zero,96303
5254,Zara Baby,89113
5255,Zara Man,76662
5256,Zippy,76519
5257,Zara Girls,75430
5258,ZAPA,63936
5259,Zara Home,57846
5260,Zara Boys,57115
5261,Zara Woman,56510
5262,Zamba,51097
5263,Zumba,43241
5264,Zara Knit,28579
5265,Zendra,26693
5266,Zign,25598
5267,Zizzi,22553
5268,ZAG,20375
5269,ZY,18932
5270,Zebra,18543
5271,Zanzea,17696
5272,ZY Baby,16958
5273,Z One,15694
5274,Zabaione,13681
5275,Ziener,12200
5276,Zoe,11759
5277,Z Grain de Blé,11672
5278,Zara Collection,11213
5279,Zebralino,9558
5280,Zapf creation,8736
5281,Zoeva,8579
5282,Zoe Karssen,8014
5283,ZY Girl,7974
5284,Zoo York,7911
5285,Zac et zoe,7655
5286,Zusss,7629
5287,Zuelements,7512
5288,Zöllner,7180
5289,Zerres,6820
5290,Zecchino d'Oro,6552
5291,Zinka,6121
5292,ZIELONA SOWA,6008
5293,Zelys Paris,5879
5294,Zhu Zhu Pets,5872
5295,Zeta,5646
5296,ZigZag,5573
5297,Zip Zap,5503
5298,Zoso,5379
5299,Zinda,5357
5300,zef,5120
5301,ZEN,5072
5302,ZUMO,4985
5303,Zapato Feroz,4863
5304,Zoggs,4744
5305,Zwei,4581
5306,Zodio,4500
5307,Zeus,4410
5308,Zoé and co,4270
5309,Zara Mini,4296
5310,ZURU,4324
5311,Zelia,4231
5312,ZILVER,4243
5313,Zeta Moda,4170
5314,Zoot,4154
5315,Zero2Three,3965
5316,Zoë Loveborn,3928
5317,Zaxy,3842
5318,Zetpol,3836
5319,Zohoha,3745
5320,Zwillingsherz,3593
5321,zone bleue,3581
5322,Zergatik,3532
5323,Zoobles,3425
5324,Zimtstern,3297
5325,ZACK,3270
5326,zoolaboo,3185
5327,ZILCH,3145
5328,Zimmermann,3137
5329,ZOI,3051
5330,Znak,3035
5331,zniwtwins,2899
5332,Zyzio&Zuzia,2842
5333,ZNJ,2825
5334,Zagora,2803
5335,Zippo,2729
5336,zabok,2716
5337,ZAB kids,2682
5338,Zoppini,2656
5339,Zhenzi,2657
5340,zao,2625
5341,ZA girls,2548
5342,Zyga,2522
5343,Zentex,2511
5344,ZAB,2451
5345,Ze-Ze,2317
5346,Zenith,2281
5347,Zanon & Zago,2267
5348,Zoé la Fée,2264
5349,Zac & Zoe,2225
5350,Zaffiro,2181
5351,Zhrill,2106
5352,Zidane,2108
5353,ZOE SHOP,2059
5354,ZAPSHOP,1997
5355,Zilian,1962
5356,Zarina,1919
5357,Zeagoo,1892
5358,ZENANA OUTFITTERS,1889
5359,Zoteno,1880
5360,ZINZI,1858
5361,Zitto,1858
5362,Zaffiri,1831
5363,Zolux,1842
5364,Zenka,1818
5365,ZAPY,1771
5366,Zahjr,1732
5367,Ziaja,1721
5368,Zeta Otto,1700
5369,ZY Newborn,1687
5370,ZaiZai Kids,1668
5371,ZOE&ZAC,1565
5372,Zavanna,1564
5373,Zamboo,1554
5374,Zwitsal,1561
5375,Z and Co,1541
5376,Zoio,1516
5377,Zaatxchi,1449
5378,ZOLI,1430
5379,Zoul,1403
5380,Zoé Bonbon,1377
5381,ZAZU,1386
5382,Zanellato,1373
5383,Zapateria,1341
5384,Zucchi,1326
5385,Zerimar,1321
5386,Zopa,1307
5387,Zoch,1305
5388,Zoon,1283
5389,ZY Boy,1285
5390,Zezuzulla,1268
5391,Zizo,1210
5392,Zeila,1160
5393,Z ZEGNA,1116
5394,Z&L,1073
5395,Zappy,1057
5396,Zoofari,1058
5397,Zespà,1035
5398,zay,1005
5399,ZENGGI,997
5400,Zingara,984
5401,Zigga,980
5402,Zebra a Pua,964
5403,ZAZA,958
5404,Zombie Dash,942
5405,Zhoe & Tobiah,926
5406,Ziki,911
5407,Zaps,914
5408,ZAND Amsterdam,911
5409,Zizù La Femme,906
5410,Zucca,899
5411,ZEZA FASHION,842
5412,Zatchels,822
5413,Zinco,803
5414,Zilae,780
5415,ZNJeans,761
5416,Zauberstern,757
5417,Zeste de Mode,747
5418,ZWIJSEN,745
5419,Zing,731
5420,Zara SRPLS,719
5421,Zodiac,708
5422,Zakamarki,697
5423,Zoomer,693
5424,Zolla,672
5425,ZulupaPUWA,666
5426,Zavetti Canada,653
5427,Zanone,651
5428,Zac Posen,627
5429,Zofix,616
5430,Zygzak,600
5431,Zych & Staszewski,602
5432,Zoella,592
5433,Z-MAN Games,593
5434,Zabione,565
5435,ZSIIBO,557
5436,Zapata,548
5437,Zeppelin,540
5438,Zéro Cent Cinq,528
5439,Zoya,520
5440,ZY Kids,511
5441,zanerobe,492
5442,Zella,482
5443,ZeroXposur,476
5444,Zumiez,466
5445,Z BIZ,452
5446,zunblock,441
5447,ZUID,438
5448,Zumbi,415
5449,Zocal,408
5450,Zepter,399
5451,Zanzibar,394
5452,Zancan,348
5453,Zero Zero,350
5454,Zhelda,300
5455,ZYFG free,293
5456,Zanadi,288
5457,zazza,275
5458,Zion Rootswear,277
5459,ZEEpmayer,271
5460,Zara x Disney,272
5461,Zero One,260
5462,Z SUPPLY,238
5463,ZANINI,238
5464,Zigi Soho,232
5465,Zekiwa,216
5466,Z.C.M. MODE,192
5467,ZO Skin Health,168
5468,Zaggora,165
5469,Zimmerli,160
5470,Zimstern,159
5471,Zero To Nine,158
5472,Zales,157
5473,Zum Zum,149
5474,Zanetti 1965,142
5475,Zarra Gembos,135
5476,Zophie,136
5477,Zuhair Murad,132
